Player,#,Nation,Pos,Age,Min,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
Liam Delap,19,eng ENG,FW,21-205,80,0,0,0,4,3,1,0,0,1,0,0,0,1,1,1,50.0
Ali Al Hamadi,16,iq IRQ,FW,22-183,10,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
Sammie Szmodics,23,ie IRL,LW,28-342,80,0,0,0,0,2,1,0,1,0,0,0,0,2,0,0,
Jack Clarke,47,eng ENG,LW,23-282,10,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,
Chiedozie Ogbene,21,ie IRL,RW,27-122,87,0,0,0,2,3,1,2,0,1,0,0,0,2,1,1,50.0
Conor Chaplin,10,eng ENG,"AM,RW",27-197,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
Omari Hutchinson,20,eng ENG,"AM,RW",20-306,90,0,0,0,1,3,0,1,0,1,0,0,0,2,1,1,50.0
Kalvin Phillips,8,eng ENG,DM,28-273,70,0,0,0,2,1,0,3,0,0,0,0,0,5,0,0,
Jens Cajuste,12,se SWE,DM,25-021,20,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.0
Sam Morsy,5,eg EGY,DM,32-356,90,1,0,0,2,0,0,2,0,1,0,0,0,3,0,0,
Leif Davis,3,eng ENG,LB,24-232,90,0,0,0,1,2,1,5,0,2,0,0,0,10,1,1,50.0
Jacob Greaves,24,eng ENG,CB,23-354,90,0,0,0,1,0,0,0,2,0,0,0,0,1,3,4,42.9
Luke Woolfenden,6,eng ENG,CB,25-315,90,0,0,0,0,1,0,0,0,0,0,0,0,4,2,2,50.0
Axel Tuanzebe,40,cd COD,RB,26-291,90,0,0,0,1,0,0,1,1,3,0,0,0,4,1,0,100.0
Arijanet Muric,1,xk KVX,GK,25-298,90,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,50.0
