Player,#,Nation,Pos,Age,Min,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
Cameron Archer,19,eng ENG,FW,23-090,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
Paul Onuachu,32,ng NGA,FW,30-144,23,0,0,0,0,2,0,0,0,0,0,0,0,1,3,1,75.0
Ryan Manning,3,ie IRL,"LW,LB",28-127,77,1,0,0,1,0,0,8,2,0,0,0,0,2,1,1,50.0
Charlie Taylor,21,eng ENG,LB,31-031,13,0,0,0,1,0,0,3,0,3,0,0,0,0,0,0,
Tyler Dibling,33,eng ENG,RW,18-221,77,1,0,0,1,1,0,0,1,2,0,0,0,1,0,1,0.0
Kamaldeen Sulemana,20,gh GHA,RW,22-247,13,0,0,0,0,0,1,0,0,3,0,0,0,1,0,0,
Mateus Fernandes,18,pt POR,CM,20-101,67,1,0,0,1,3,0,2,0,1,0,0,0,3,0,0,
William Smallbone,8,ie IRL,CM,24-241,23,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100.0
Flynn Downes,4,eng ENG,CM,25-273,90,0,0,0,2,0,0,0,1,3,0,0,0,5,0,1,0.0
Joe Aribo,7,ng NGA,"CM,LW",28-090,90,0,0,0,1,1,0,0,2,0,0,0,0,2,4,0,100.0
Kyle Walker-Peters,2,eng ENG,"LB,RB",27-189,90,0,0,0,1,1,0,0,2,1,0,0,0,2,1,0,100.0
Jan Bednarek,35,pl POL,CB,28-190,90,0,0,0,1,0,0,0,1,1,0,0,0,2,0,2,0.0
Taylor Harwood-Bellis,6,eng ENG,CB,22-263,90,1,0,0,0,0,0,0,0,1,0,0,0,6,1,0,100.0
Yukinari Sugawara,16,jp JPN,RB,24-113,61,1,0,0,0,2,0,2,0,1,0,0,0,1,0,0,
Ryan Fraser,24,sct SCO,LW,30-238,11,0,1,0,1,0,0,4,0,0,0,1,0,0,1,0,100.0
Aaron Ramsdale,30,eng ENG,GK,26-158,90,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
