Player,#,Nation,Pos,Age,Min,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
Danny Welbeck,18,eng ENG,FW,34-137,90,0,0,0,1,0,0,0,0,1,0,0,0,3,0,1,0.0
Simon Adingra,11,ci CIV,LM,23-101,81,0,0,0,0,1,0,5,0,2,0,0,0,3,0,1,0.0
Brajan Gruda,8,de GER,CM,20-316,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
João Pedro,9,br BRA,"CM,LM",23-198,90,0,0,0,1,3,0,1,1,0,0,0,0,5,1,3,25.0
Matt O'Riley,33,dk DEN,CM,24-142,69,0,0,0,0,1,1,1,1,0,1,0,0,2,0,2,0.0
Diego Gómez,25,py PAR,CM,22-016,21,0,0,0,2,0,0,0,1,0,0,0,0,2,0,0,
Yankuba Minteh,17,gm GAM,RM,20-264,69,0,0,0,1,0,0,1,0,2,0,0,0,6,1,0,100.0
Solly March,7,eng ENG,RM,30-266,21,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,
Yasin Ayari,26,se SWE,DM,21-188,90,0,0,0,0,1,0,5,1,2,0,0,0,7,4,0,100.0
Pervis Estupiñán,30,ec ECU,LB,27-081,90,1,0,0,2,3,0,0,2,1,0,0,0,7,2,0,100.0
Carlos Baleba,20,cm CMR,CB,21-099,90,0,0,0,0,1,0,0,0,3,0,0,0,5,2,2,50.0
Lewis Dunk,5,eng ENG,CB,33-142,90,1,0,0,1,0,0,0,1,0,0,0,0,2,3,3,50.0
Jack Hinshelwood,41,eng ENG,RB,20-001,90,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,100.0
Bart Verbruggen,1,nl NED,GK,22-237,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
