Player,#,Nation,Pos,Age,Min,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
Yoane Wissa,11,cd COD,FW,28-120,74,0,0,0,1,0,0,0,0,0,0,0,0,1,2,1,66.7
Kevin Schade,7,de GER,FW,23-035,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
Bryan Mbeumo,19,cm CMR,FW,25-147,90,0,0,0,1,2,0,5,0,3,0,0,0,1,1,2,33.3
Mikkel Damsgaard,24,dk DEN,AM,24-182,74,0,0,0,0,1,0,2,2,0,0,0,0,7,0,2,0.0
Edmond-Paris Maghoma,32,eng ENG,LM,23-238,16,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,
Yehor Yarmoliuk,18,ua UKR,"LM,RM",20-306,90,0,0,0,0,1,0,1,1,2,0,0,0,5,0,0,
Christian Nørgaard,6,dk DEN,CM,30-297,74,1,0,0,1,0,0,1,1,0,0,0,0,4,1,0,100.0
Mathias Jensen,8,dk DEN,AM,29-000,16,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,
Vitaly Janelt,27,de GER,"RM,CM",26-236,90,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,100.0
Keane Lewis-Potter,23,eng ENG,LB,23-314,90,0,0,0,1,3,0,2,0,1,0,0,0,6,1,0,100.0
Sepp van den Berg,4,nl NED,CB,23-012,74,0,0,0,0,0,0,0,2,1,0,0,0,2,3,5,37.5
Kim Jisoo,36,kr KOR,CB,20-008,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Nathan Collins,22,ie IRL,CB,23-246,90,0,0,0,0,1,0,1,0,0,0,0,0,5,2,1,66.7
Mads Roerslev,30,dk DEN,RB,25-191,90,0,0,0,1,0,0,1,0,0,0,0,0,6,1,6,14.3
Mark Flekken,1,nl NED,GK,31-202,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
