Player,#,Nation,Pos,Age,Min,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
Chris Wood,11,nz NZL,FW,32-319,83,0,0,0,1,1,1,0,0,0,0,0,0,2,4,4,50.0
Taiwo Awoniyi,9,ng NGA,FW,27-070,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0.0
Callum Hudson-Odoi,14,eng ENG,LW,23-349,83,0,0,0,0,1,0,3,0,0,0,0,0,4,0,1,0.0
Ramón Sosa,24,py PAR,LW,25-051,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
Anthony Elanga,21,se SWE,RW,22-177,62,0,0,0,0,0,0,7,0,0,0,0,0,2,0,0,
Jota Silva,20,pt POR,RW,25-081,28,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0.0
Elliot Anderson,8,eng ENG,AM,21-350,77,1,0,0,3,1,0,5,0,0,0,0,0,4,3,1,75.0
Neco Williams,7,wls WAL,LM,23-191,13,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,
Nicolás Domínguez,16,ar ARG,"DM,CM",26-115,90,1,0,0,3,3,0,1,2,1,0,0,0,8,0,0,
Ryan Yates,22,eng ENG,"DM,CM",26-335,90,0,0,0,0,2,0,0,5,1,0,0,0,3,5,2,71.4
Álex Moreno,19,es ESP,LB,31-135,77,0,0,0,2,1,0,3,0,1,0,0,0,1,0,0,
Morato,4,br BRA,CB,23-113,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
Murillo,5,br BRA,CB,22-109,90,0,0,0,0,0,0,0,2,0,0,0,0,4,0,1,0.0
Nikola Milenković,31,rs SRB,CB,27-009,90,0,0,0,0,0,0,0,2,0,0,0,0,3,5,2,71.4
Ola Aina,34,ng NGA,"RB,RM",28-013,90,0,0,0,0,2,1,2,2,2,0,0,0,3,0,0,
Matz Sels,26,be BEL,GK,32-238,90,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100.0
