Player,#,Nation,Pos,Age,Min,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
Erling Haaland,9,no NOR,FW,24-111,90,1,0,0,1,1,0,0,0,0,0,0,0,4,2,1,66.7
Matheus Nunes,27,pt POR,"LM,CM",26-074,90,0,0,0,5,1,0,0,0,1,0,0,0,4,0,0,
İlkay Gündoğan,19,de GER,CM,34-016,71,0,0,0,0,1,0,4,1,0,0,0,0,1,0,0,
Bernardo Silva,20,pt POR,"RM,CM",30-091,19,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,
Phil Foden,47,eng ENG,"CM,LM",24-165,90,0,0,0,0,2,1,3,0,0,0,0,0,3,0,0,
Sávio,26,br BRA,RM,20-213,73,0,0,0,1,1,0,1,0,2,0,0,0,2,0,0,
Kevin De Bruyne,17,be BEL,CM,33-134,17,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0.0
Mateo Kovačić,8,hr CRO,DM,30-187,90,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,
Rico Lewis,82,eng ENG,LB,19-354,90,1,0,0,1,3,0,0,1,0,0,0,0,5,0,0,
Joško Gvardiol,24,hr CRO,CB,22-291,90,0,0,0,1,0,0,0,1,1,0,0,0,2,1,1,50.0
Jahmai Simpson-Pusey,66,eng ENG,CB,19-005,90,1,0,0,0,1,0,0,0,0,0,0,0,3,1,3,25.0
Kyle Walker,2,eng ENG,RB,34-165,90,0,0,0,0,0,0,1,1,1,0,0,0,5,0,0,
Ederson,31,br BRA,GK,31-084,90,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,100.0
