Player,#,Nation,Pos,Age,Min,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
Luis Díaz,7,co COL,"FW,WB,LW",27-336,90,1,0,0,2,2,1,2,0,0,0,0,0,1,1,0,100.0
Cody Gakpo,18,nl NED,LW,25-221,69,0,0,0,0,1,1,4,1,0,0,0,0,2,1,0,100.0
Darwin Núñez,9,uy URU,FW,25-173,21,1,0,0,1,1,0,0,0,1,0,0,0,0,0,3,0.0
Mohamed Salah,11,eg EGY,"RW,FW",32-182,90,0,0,0,1,0,0,4,0,0,0,0,0,1,0,0,
Dominik Szoboszlai,8,hu HUN,"LM,AM",24-050,78,0,0,0,0,2,0,1,0,2,0,0,0,6,0,1,0.0
Harvey Elliott,19,eng ENG,WB,21-254,12,0,0,0,0,0,0,8,0,1,0,0,0,1,0,0,
Ryan Gravenberch,38,nl NED,"CB,CM,DM",22-212,90,0,0,0,2,1,0,0,3,1,0,0,0,8,3,0,100.0
Curtis Jones,17,eng ENG,RM,23-319,69,1,0,0,1,0,0,0,0,0,0,0,0,3,1,0,100.0
Jarell Quansah,78,eng ENG,CB,21-320,21,0,0,0,0,0,0,2,1,0,0,0,0,0,2,2,50.0
Andrew Robertson,26,sct SCO,LB,30-278,15,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,100.0
Virgil van Dijk,4,nl NED,CB,33-159,90,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,66.7
Joe Gomez,2,eng ENG,"LB,CB",27-205,90,0,0,0,1,0,0,1,3,2,0,0,0,5,1,1,50.0
Trent Alexander-Arnold,66,eng ENG,RB,26-068,78,0,0,0,0,0,0,7,0,0,0,0,0,5,0,0,
Diogo Jota,20,pt POR,AM,28-010,12,0,0,0,1,0,0,2,0,1,0,0,0,1,1,1,50.0
Alisson,1,br BRA,GK,32-073,90,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,
