Player,#,Nation,Pos,Age,Min,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
Jean-Philippe Mateta,14,fr FRA,FW,27-181,81,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4,20.0
Daichi Kamada,18,jp JPN,AM,28-143,9,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,
Eberechi Eze,10,eng ENG,AM,26-180,87,1,0,0,1,2,0,2,0,0,0,0,0,4,0,0,
Justin Devenny,55,nir NIR,AM,21-076,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.0
Ismaila Sarr,7,sn SEN,"AM,FW",26-305,90,0,0,0,0,4,1,1,0,1,0,0,0,3,2,0,100.0
Jefferson Lerma,8,co COL,CM,30-062,90,0,0,0,1,1,0,1,2,0,0,0,0,12,0,1,0.0
Will Hughes,19,eng ENG,CM,29-253,52,0,0,0,2,1,0,1,2,1,0,0,0,7,0,0,
Cheick Doucouré,28,ml MLI,CM,24-353,38,0,0,0,0,0,0,0,0,1,0,0,0,2,2,0,100.0
Tyrick Mitchell,3,eng ENG,WB,25-116,90,0,0,0,1,2,0,1,0,4,0,0,0,5,3,2,60.0
Daniel Muñoz,12,co COL,WB,28-214,90,0,0,0,3,0,0,3,1,3,0,0,0,2,3,1,75.0
Marc Guéhi,6,eng ENG,CB,24-166,90,1,0,0,1,1,0,1,0,4,0,0,0,8,4,2,66.7
Maxence Lacroix,5,fr FRA,CB,24-264,90,0,0,0,2,1,0,0,2,1,0,0,0,8,2,2,50.0
Trevoh Chalobah,27,eng ENG,CB,25-174,90,0,0,0,1,1,0,0,0,0,0,0,0,4,2,2,50.0
Dean Henderson,1,eng ENG,GK,27-289,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
