Player,#,Nation,Pos,Age,Min,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
Joshua Zirkzee,11,nl NED,"FW,AM",23-314,77,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0
Mason Mount,7,eng ENG,AM,26-081,13,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Bruno Fernandes,8,pt POR,"CM,AM",30-205,90,3,2,2,0,1,1,4,25.0,3,1,0,1,0,3,2,0
Alejandro Garnacho,17,ar ARG,"AM,WB",20-274,90,1,1,0,1,0,1,3,33.3,2,0,0,0,0,1,0,0
Casemiro,18,br BRA,CM,33-037,58,1,0,0,1,0,0,1,0.0,1,1,1,0,0,1,2,0
Christian Eriksen,14,dk DEN,CM,33-046,32,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0
Manuel Ugarte Ribeiro,25,uy URU,CM,23-355,45,1,1,0,0,1,1,4,25.0,3,2,0,2,1,2,0,0
Rasmus Højlund,9,dk DEN,FW,22-056,45,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Patrick Dorgu,13,dk DEN,"WB,CB",20-157,90,1,1,1,0,0,1,1,100.0,0,1,0,1,0,1,3,0
Diogo Dalot,20,pt POR,WB,26-014,90,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,1,0
Noussair Mazraoui,3,ma MAR,CB,27-138,90,6,5,4,1,1,2,6,33.3,4,2,0,2,1,7,3,0
Matthijs de Ligt,4,nl NED,CB,25-232,90,3,2,1,2,0,2,2,100.0,0,0,0,0,1,4,7,0
Leny Yoro,15,fr FRA,CB,19-139,87,3,3,1,2,0,2,2,100.0,0,1,1,0,0,3,2,0
Harry Maguire,5,eng ENG,FW,32-027,3,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
André Onana,24,cm CMR,GK,28-364,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
