Player,#,Nation,Pos,Age,Min,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
Chris Wood,11,nz NZL,FW,33-007,90,0,0,0,2,0,0,0,1,0,0,0,0,3,1,2,33.3
Callum Hudson-Odoi,14,eng ENG,LW,24-037,89,0,0,0,1,0,0,9,0,0,0,0,0,1,0,0,
Willy Boly,30,ci CIV,CB,33-315,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,
Nicolás Domínguez,16,ar ARG,RW,26-169,76,0,0,0,2,0,0,0,1,1,0,0,0,5,0,0,
Anthony Elanga,21,se SWE,"RW,RM",22-231,14,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,
Morgan Gibbs-White,10,eng ENG,"AM,CM",24-322,90,0,0,0,1,0,0,1,0,0,0,0,0,3,2,0,100.0
Elliot Anderson,8,eng ENG,"DM,CM",22-038,90,0,0,0,1,0,1,7,2,5,0,0,0,8,3,2,60.0
Ryan Yates,22,eng ENG,DM,27-023,67,0,0,0,1,1,0,1,0,1,0,0,0,5,1,1,50.0
Jota Silva,20,pt POR,"DM,LM",25-135,23,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
Neco Williams,7,wls WAL,LB,23-245,90,0,0,0,1,0,0,3,0,2,0,0,0,2,0,1,0.0
Murillo,5,br BRA,CB,22-163,67,0,0,0,1,1,0,0,2,0,0,0,0,3,2,2,50.0
Morato,4,br BRA,CB,23-167,23,0,0,0,0,0,0,0,1,2,0,0,0,4,0,0,
Nikola Milenković,31,rs SRB,CB,27-063,90,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,100.0
Ola Aina,34,ng NGA,RB,28-067,90,0,0,0,1,1,0,0,0,1,0,0,0,7,0,0,
Matz Sels,26,be BEL,GK,32-292,90,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,
