Player,#,Nation,Pos,Age,Min,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
Darwin Núñez,9,uy URU,FW,25-089,71,0,0,0,2,0,0,0,0,2,0,0,0,2,0,2,0.0
Federico Chiesa,14,it ITA,FW,26-332,19,0,0,0,1,1,0,0,0,0,0,0,0,3,0,0,
Luis Díaz,7,co COL,LW,27-252,71,0,0,0,1,1,0,0,0,0,0,0,0,4,0,0,
Cody Gakpo,18,nl NED,LW,25-137,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Mohamed Salah,11,eg EGY,RW,32-098,90,0,0,0,2,3,0,1,0,0,0,0,0,0,0,0,
Dominik Szoboszlai,8,hu HUN,AM,23-332,60,0,0,0,1,1,0,0,0,0,0,0,0,4,0,1,0.0
Curtis Jones,17,eng ENG,AM,23-235,30,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,
Alexis Mac Allister,10,ar ARG,DM,25-272,90,0,0,0,1,2,0,0,0,5,0,0,0,5,1,0,100.0
Ryan Gravenberch,38,nl NED,DM,22-128,90,0,0,0,1,2,0,0,1,2,0,0,0,9,2,1,66.7
Andrew Robertson,26,sct SCO,LB,30-194,90,0,0,0,0,0,0,3,0,2,0,0,0,4,0,0,
Virgil van Dijk,4,nl NED,CB,33-075,90,0,0,0,0,0,0,0,2,0,0,0,0,2,2,2,50.0
Ibrahima Konaté,5,fr FRA,CB,25-119,90,1,0,0,1,1,0,0,0,0,0,0,0,4,4,0,100.0
Trent Alexander-Arnold,66,eng ENG,RB,25-350,90,0,0,0,0,0,0,4,3,3,0,0,0,4,0,0,
Caoimhín Kelleher,62,ie IRL,GK,25-303,90,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
