Player,#,Nation,Pos,Age,Min,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
Rasmus Højlund,9,dk DEN,FW,21-304,78,0,0,0,0,1,1,0,0,0,0,0,0,1,3,2,60.0
Antony,21,br BRA,AM,24-284,12,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,
Alejandro Garnacho,17,ar ARG,AM,20-156,58,0,0,0,0,4,0,2,1,0,0,0,0,4,0,1,0.0
Joshua Zirkzee,11,nl NED,"AM,FW",23-196,32,0,0,0,0,0,0,0,0,1,0,0,0,2,0,2,0.0
Mason Mount,7,eng ENG,AM,25-329,58,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0.0
Marcus Rashford,10,eng ENG,AM,27-034,32,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,
Bruno Fernandes,8,pt POR,CM,30-087,90,0,0,0,0,0,1,1,0,1,0,0,0,7,0,2,0.0
Manuel Ugarte Ribeiro,25,uy URU,CM,23-237,90,1,0,0,1,1,0,0,2,1,0,0,0,5,3,3,50.0
Tyrell Malacia,12,nl NED,WB,25-109,45,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,
Amad Diallo,16,ci CIV,WB,22-146,45,0,0,0,1,1,0,0,1,1,0,0,0,2,0,0,
Diogo Dalot,20,pt POR,WB,25-261,90,0,0,0,0,0,0,1,0,1,0,0,0,4,0,1,0.0
Noussair Mazraoui,3,ma MAR,CB,27-020,90,0,0,0,3,0,0,0,1,1,0,0,0,0,1,0,100.0
Harry Maguire,5,eng ENG,CB,31-274,58,1,0,0,0,1,0,1,1,2,0,0,0,1,0,0,
Leny Yoro,15,fr FRA,CB,19-021,32,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,100.0
Matthijs de Ligt,4,nl NED,CB,25-114,90,0,0,0,0,0,0,0,1,1,0,0,0,3,1,0,100.0
André Onana,24,cm CMR,GK,28-246,90,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
