Player,#,Nation,Pos,Age,Min,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
Raúl Jiménez,7,mx MEX,FW,33-146,82,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,0.0
Rodrigo Muniz,9,br BRA,FW,23-147,8,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2,33.3
Alex Iwobi,17,ng NGA,"LW,RW,RM",28-148,90,0,0,0,1,0,0,3,0,0,0,0,0,4,0,0,
Adama Traoré,11,es ESP,RW,28-247,68,0,0,0,1,4,0,7,0,0,0,0,0,4,0,1,0.0
Reiss Nelson,19,eng ENG,"LW,LM",24-293,22,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,
Emile Smith Rowe,32,eng ENG,AM,24-062,87,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,100.0
Issa Diop,31,fr FRA,CB,27-263,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Saša Lukić,20,rs SRB,DM,28-046,82,1,0,0,2,2,0,0,2,0,0,0,0,2,1,0,100.0
Harrison Reed,6,eng ENG,"CM,DM",29-245,8,1,0,0,1,1,0,1,1,1,0,0,0,0,0,1,0.0
Andreas Pereira,18,br BRA,DM,28-271,68,0,0,0,1,1,0,6,1,0,1,0,0,1,0,1,0.0
Sander Berge,16,no NOR,"DM,CM",26-227,22,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,50.0
Antonee Robinson,33,us USA,LB,27-051,90,0,0,0,0,0,0,2,2,1,0,0,0,3,0,0,
Calvin Bassey,3,ng NGA,CB,24-272,90,0,0,0,3,0,0,0,0,0,0,0,0,4,1,1,50.0
Joachim Andersen,5,dk DEN,CB,28-120,90,0,0,0,1,1,0,0,1,0,0,0,0,0,2,5,28.6
Kenny Tete,2,nl NED,RB,28-355,90,1,0,0,4,0,0,3,2,0,0,0,0,1,0,3,0.0
Bernd Leno,1,de GER,GK,32-208,90,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
