Player,#,Nation,Pos,Age,Min,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
Ollie Watkins,11,eng ENG,FW,28-309,90,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,1,0
Jacob Ramsey,41,eng ENG,"LW,LM",23-159,80,1,1,1,0,0,1,1,100.0,0,2,1,1,3,4,1,0
Jaden Philogene Bidace,19,eng ENG,LM,22-269,10,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
John McGinn,7,sct SCO,"RW,RM",30-016,79,2,1,1,1,0,2,2,100.0,0,1,0,1,1,3,1,0
Leon Bailey,31,jm JAM,RM,27-086,11,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Morgan Rogers,27,eng ENG,AM,22-100,68,1,0,0,1,0,0,0,,0,0,0,0,0,1,0,0
Jáder Durán,9,co COL,FW,20-326,22,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Youri Tielemans,8,be BEL,"DM,CM",27-180,80,1,1,1,0,0,1,3,33.3,2,0,0,0,2,3,1,0
Boubacar Kamara,44,fr FRA,CM,24-346,10,1,1,0,1,0,0,0,,0,0,0,0,0,1,0,0
Amadou Onana,24,be BEL,"DM,CM",23-079,90,3,2,3,0,0,2,4,50.0,2,0,0,0,2,5,6,1
Lucas Digne,12,fr FRA,LB,31-106,90,1,0,1,0,0,1,1,100.0,0,2,0,2,1,2,7,0
Pau Torres,14,es ESP,CB,27-292,90,1,1,1,0,0,1,1,100.0,0,2,0,2,0,1,4,2
Ezri Konsa,4,eng ENG,"CB,RB",27-011,90,2,2,1,1,0,1,1,100.0,0,1,1,0,1,3,3,0
Matty Cash,2,pl POL,RB,27-088,59,5,2,5,0,0,3,3,100.0,0,0,0,0,1,6,1,0
Diego Carlos,3,br BRA,CB,31-233,31,1,0,1,0,0,0,0,,0,0,0,0,0,1,0,0
Emiliano Martínez,23,ar ARG,GK,32-062,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
