Player,#,Nation,Pos,Age,Min,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
Yoane Wissa,11,cd COD,FW,28-053,90,0,0,0,1,1,0,0,1,0,0,0,0,0,1,2,33.3
Keane Lewis-Potter,23,eng ENG,LW,23-247,80,0,0,0,0,2,0,3,0,1,1,0,0,3,0,0,
Fabio Carvalho,14,pt POR,LW,22-057,10,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,100.0
Bryan Mbeumo,19,cm CMR,RW,25-080,90,0,0,0,2,0,1,5,0,0,0,0,0,6,1,2,33.3
Mikkel Damsgaard,24,dk DEN,AM,24-115,76,0,0,0,0,1,0,4,0,0,0,0,0,0,0,3,0.0
Kevin Schade,7,de GER,AM,22-334,14,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,100.0
Vitaly Janelt,27,de GER,DM,26-169,90,0,0,0,1,0,0,3,1,2,0,0,0,2,1,0,100.0
Christian Nørgaard,6,dk DEN,DM,30-230,77,0,0,0,1,2,0,0,1,1,0,0,0,4,1,1,50.0
Mathias Jensen,8,dk DEN,DM,28-299,13,0,0,0,0,1,0,2,0,0,0,0,0,4,0,1,0.0
Sepp van den Berg,4,nl NED,LB,22-311,90,0,0,0,0,1,0,2,1,0,0,0,0,2,6,0,100.0
Ethan Pinnock,5,jm JAM,CB,31-150,90,0,0,0,0,0,0,2,0,0,0,0,0,4,5,2,71.4
Nathan Collins,22,ie IRL,CB,23-179,90,0,0,0,1,2,1,0,0,1,0,0,0,10,5,2,71.4
Mads Roerslev,30,dk DEN,RB,25-124,90,0,0,0,0,0,0,5,0,1,0,0,0,0,1,1,50.0
Mark Flekken,1,nl NED,GK,31-135,90,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,
