Player,#,Nation,Pos,Age,Min,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
Liam Delap,19,eng ENG,FW,21-198,82,0,0,0,4,0,1,0,0,0,0,0,0,2,0,2,0.0
Ali Al Hamadi,16,iq IRQ,FW,22-176,8,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,
Sammie Szmodics,23,ie IRL,LM,28-335,71,1,0,0,4,1,0,0,1,1,0,0,0,1,0,1,0.0
Marcus Harness,11,eng ENG,LM,28-182,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Massimo Luongo,25,au AUS,CM,31-334,71,0,0,0,0,0,0,0,1,1,0,0,0,4,0,0,
Jack Taylor,14,ie IRL,CM,26-062,19,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,100.0
Sam Morsy,5,eg EGY,CM,32-349,90,1,0,0,1,1,0,0,0,3,0,0,0,6,1,0,100.0
Omari Hutchinson,20,eng ENG,RM,20-299,88,0,0,0,1,0,0,1,0,0,0,0,0,4,1,0,100.0
Conor Chaplin,10,eng ENG,RM,27-190,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Leif Davis,3,eng ENG,LB,24-225,90,0,0,0,1,0,0,2,1,1,0,1,0,3,1,0,100.0
Jacob Greaves,24,eng ENG,CB,23-347,90,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,50.0
Luke Woolfenden,6,eng ENG,CB,25-308,90,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,
Axel Tuanzebe,40,cd COD,CB,26-284,88,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,50.0
George Edmundson,4,eng ENG,CB,26-359,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Ben Johnson,18,eng ENG,RB,24-213,90,0,0,0,2,1,0,3,2,2,0,0,0,2,0,0,
Arijanet Muric,1,xk KVX,GK,25-291,90,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
