Player,#,Nation,Pos,Age,Min,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
Son Heung-min,7,kr KOR,"FW,LW",32-047,90,0,0,0,0,2,0,0,0,0,0,0,0,5,0,1,0.0
Wilson Odobert,28,fr FRA,LW,19-270,66,0,0,0,0,0,0,2,0,1,0,0,0,3,2,0,100.0
Richarlison,9,br BRA,FW,27-106,24,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0
Brennan Johnson,22,wls WAL,RW,23-093,90,0,0,0,2,0,0,3,0,2,0,0,0,0,1,1,50.0
James Maddison,10,eng ENG,LM,27-275,78,0,0,0,2,2,0,5,0,0,0,0,0,3,2,0,100.0
Lucas Bergvall,15,se SWE,LM,18-204,12,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,
Yves Bissouma,8,ml MLI,CM,27-360,72,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0.0
Archie Gray,14,eng ENG,CM,18-165,18,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,
Dejan Kulusevski,21,se SWE,RM,24-121,66,0,0,0,0,1,0,3,0,0,0,0,0,3,1,1,50.0
Pape Matar Sarr,29,sn SEN,RM,21-345,24,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,100.0
Destiny Udogie,13,it ITA,LB,21-270,72,0,0,0,1,2,0,1,0,1,0,0,0,6,0,1,0.0
Djed Spence,24,eng ENG,LB,24-015,18,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,
Micky van de Ven,37,nl NED,CB,23-127,90,0,0,0,1,1,0,0,2,0,0,0,0,8,1,5,16.7
Cristian Romero,17,ar ARG,CB,26-119,90,0,0,0,1,1,0,0,0,6,0,0,0,7,3,3,50.0
Pedro Porro,23,es ESP,RB,24-346,90,0,0,0,2,2,0,4,1,2,0,0,0,4,0,0,
Guglielmo Vicario,1,it ITA,GK,27-322,90,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,
