Player,#,Nation,Pos,Age,Min,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
Ben Brereton,17,cl CHI,"FW,LW",25-135,90,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0.0
Adam Armstrong,9,eng ENG,FW,27-203,45,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0
Cameron Archer,19,eng ENG,FW,23-041,45,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0.0
Joe Aribo,7,ng NGA,"CM,RM",28-041,81,0,0,0,2,2,0,3,1,0,0,0,0,7,0,2,0.0
Adam Lallana,10,eng ENG,RM,36-113,9,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0.0
Flynn Downes,4,eng ENG,CM,25-224,90,0,0,0,0,0,0,0,3,3,0,0,0,3,0,0,
William Smallbone,8,ie IRL,CM,24-192,45,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,
Mateus Fernandes,18,pt POR,"LM,CM",20-052,45,0,0,0,1,0,0,2,0,3,0,0,0,1,0,1,0.0
Kyle Walker-Peters,2,eng ENG,"WB,LB",27-140,90,0,0,0,0,3,0,0,0,0,0,0,0,6,0,0,
Yukinari Sugawara,16,jp JPN,"WB,RB",24-064,90,0,0,0,0,1,1,7,2,1,0,0,0,5,1,0,100.0
Jack Stephens,5,eng ENG,CB,30-217,90,0,0,0,1,0,0,0,0,0,0,0,0,3,1,0,100.0
Jan Bednarek,35,pl POL,CB,28-141,90,0,0,0,1,1,0,0,1,0,0,0,0,5,0,1,0.0
Taylor Harwood-Bellis,6,eng ENG,CB,22-214,55,1,0,0,1,0,0,0,1,0,0,0,0,2,1,1,50.0
Tyler Dibling,33,eng ENG,RW,18-172,35,0,0,0,0,0,0,4,1,1,0,0,0,2,0,0,
Aaron Ramsdale,30,eng ENG,GK,26-109,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
