Player,#,Nation,Pos,Age,Min,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
Luis Díaz,7,co COL,FW,28-012,85,0,0,0,2,0,0,1,0,1,0,0,0,3,0,1,0.0
Federico Chiesa,14,it ITA,"LW,FW",27-092,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Cody Gakpo,18,nl NED,LW,25-263,67,0,0,0,2,0,0,3,0,0,0,0,0,2,1,0,100.0
Darwin Núñez,9,uy URU,"LW,FW",25-215,23,0,0,0,0,1,0,1,0,0,0,0,0,3,0,0,
Mohamed Salah,11,eg EGY,"RW,AM",32-224,90,0,0,0,1,0,0,3,0,2,0,0,0,2,1,1,50.0
Dominik Szoboszlai,8,hu HUN,AM,24-092,67,0,0,0,1,0,0,1,0,0,0,0,0,3,1,0,100.0
Harvey Elliott,19,eng ENG,"AM,RW",21-296,23,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
Alexis Mac Allister,10,ar ARG,DM,26-032,79,0,0,0,1,2,0,2,2,1,0,0,0,3,0,0,
Jayden Danns,76,eng ENG,DM,19-009,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Ryan Gravenberch,38,nl NED,DM,22-254,67,0,0,0,0,0,0,0,0,1,0,0,0,8,0,0,
Wataru Endo,3,jp JPN,DM,31-351,23,0,0,0,1,2,0,0,0,0,0,0,0,1,0,0,
Andrew Robertson,26,sct SCO,LB,30-320,90,0,0,0,0,1,0,7,0,0,0,0,0,5,0,0,
Virgil van Dijk,4,nl NED,CB,33-201,90,0,0,0,0,1,0,0,0,1,0,0,0,4,4,1,80.0
Ibrahima Konaté,5,fr FRA,CB,25-245,90,0,0,0,1,3,0,0,0,2,0,0,0,6,4,0,100.0
Trent Alexander-Arnold,66,eng ENG,RB,26-110,90,0,0,0,1,0,0,5,1,1,0,0,0,4,0,2,0.0
Alisson,1,br BRA,GK,32-115,90,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,
