Player,#,Nation,Pos,Age,Min,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
Jamie Vardy,9,eng ENG,FW,37-324,63,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,1,0
Patson Daka,20,zm ZAM,FW,26-052,27,1,0,0,0,1,1,3,33.3,2,0,0,0,0,1,0,0
Jordan Ayew,18,gh GHA,AM,33-080,79,0,0,0,0,0,0,0,,0,0,0,0,2,2,1,0
Bobby De Cordova-Reid,14,jm JAM,AM,31-302,11,1,0,0,1,0,1,1,100.0,0,0,0,0,0,1,0,0
Facundo Buonanotte,40,ar ARG,AM,19-343,63,1,1,1,0,0,0,4,0.0,4,0,0,0,2,3,0,0
Stephy Mavididi,10,eng ENG,AM,26-183,27,1,1,1,0,0,1,2,50.0,1,0,0,0,0,1,0,0
Wilfred Ndidi,6,ng NGA,CM,27-350,90,2,1,1,1,0,0,3,0.0,3,4,1,3,0,2,2,0
Boubakary Soumaré,24,fr FRA,CM,25-277,63,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Oliver Skipp,22,eng ENG,CM,24-075,27,1,0,1,0,0,1,1,100.0,0,0,0,0,2,3,1,0
Luke Thomas,33,eng ENG,WB,23-173,90,2,2,2,0,0,1,2,50.0,1,3,0,3,0,2,0,0
James Justin,2,eng ENG,WB,26-281,90,3,3,3,0,0,1,3,33.3,2,0,0,0,1,4,1,0
Caleb Okoli,5,it ITA,CB,23-140,34,0,0,0,0,0,0,0,,0,0,0,0,1,1,2,0
Jannik Vestergaard,23,dk DEN,CB,32-119,56,2,0,2,0,0,1,1,100.0,0,0,0,0,1,3,4,0
Conor Coady,4,eng ENG,CB,31-279,90,1,1,1,0,0,0,0,,0,2,2,0,0,1,7,0
Wout Faes,3,be BEL,CB,26-241,90,0,0,0,0,0,0,2,0.0,2,1,0,1,1,1,7,0
Mads Hermansen,30,dk DEN,GK,24-142,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
