Player,#,Nation,Pos,Age,Min,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
Lucas Paquetá,10,br BRA,"FW,AM,DM",27-172,90,3,1,0,3,0,1,1,100.0,0,2,1,1,0,3,0,0
Carlos Soler,4,es ESP,LW,28-044,45,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
Evan Ferguson,34,ie IRL,FW,20-119,45,1,0,0,0,1,0,0,,0,0,0,0,0,1,0,0
Jarrod Bowen,20,eng ENG,RW,28-057,90,2,2,0,1,1,2,2,100.0,0,0,0,0,0,2,0,0
Mohammed Kudus,14,gh GHA,"AM,LW",24-197,90,3,2,0,1,2,1,3,33.3,2,0,0,0,0,3,0,0
Tomáš Souček,28,cz CZE,DM,29-354,45,2,0,0,2,0,1,1,100.0,0,1,0,1,0,2,2,0
James Ward-Prowse,8,eng ENG,DM,30-106,45,1,0,0,1,0,0,1,0.0,1,0,0,0,0,1,1,0
Edson Álvarez,19,mx MEX,"DM,CB",27-114,90,3,1,3,0,0,0,1,0.0,1,0,0,0,0,3,1,0
Emerson Palmieri,33,it ITA,LB,30-196,45,0,0,0,0,0,0,0,,0,0,0,0,1,1,3,0
Oliver Scarles,57,eng ENG,LB,19-065,45,1,0,0,0,1,0,0,,0,2,0,2,0,1,0,0
Max Kilman,26,eng ENG,CB,27-268,90,0,0,0,0,0,0,0,,0,3,3,0,0,0,4,0
Konstantinos Mavropanos,15,gr GRE,CB,27-066,87,2,1,1,1,0,1,1,100.0,0,0,0,0,0,2,8,0
Luis Guilherme,17,br BRA,LW,19-006,3,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0
Aaron Wan-Bissaka,29,eng ENG,RB,27-081,90,2,0,2,0,0,0,0,,0,1,0,1,1,3,2,0
Alphonse Areola,23,fr FRA,GK,31-354,90,1,1,1,0,0,1,1,100.0,0,0,0,0,0,1,1,0
