Player,#,Nation,Pos,Age,Min,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
Jørgen Strand Larsen,9,no NOR,FW,24-335,90,0,0,0,0,1,0,0,0,0,0,0,0,1,2,1,66.7
Hwang Hee-chan,11,kr KOR,AM,28-346,74,0,0,0,1,1,0,2,0,0,0,0,0,2,0,0,
Carlos Forbs,26,pt POR,AM,20-293,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Gonçalo Guedes,29,pt POR,AM,28-038,74,0,0,0,2,0,0,3,0,0,0,0,0,3,0,2,0.0
Pablo Sarabia,21,es ESP,AM,32-240,16,0,0,0,1,0,0,3,0,0,0,0,0,2,0,0,
João Gomes,8,br BRA,CM,23-329,90,0,0,0,1,2,0,2,0,2,0,0,0,6,2,0,100.0
Tommy Doyle,20,eng ENG,CM,23-081,58,1,0,0,1,1,0,1,1,0,0,0,0,1,0,3,0.0
Mario Lemina,5,ga GAB,CM,31-127,32,0,0,0,0,0,1,1,0,1,0,0,0,3,2,1,66.7
Rodrigo Gomes,19,pt POR,WB,21-183,90,0,0,0,0,0,0,4,1,1,0,0,0,1,0,2,0.0
Pedro Lima,37,br BRA,WB,18-189,58,0,0,0,0,0,0,5,1,0,0,0,0,1,0,2,0.0
Jean-Ricner Bellegarde,27,fr FRA,WB,26-193,32,0,0,0,1,2,0,0,1,0,0,0,0,1,0,0,
Rayan Aït-Nouri,3,dz ALG,CB,23-214,90,0,0,0,0,0,0,8,1,0,0,0,0,3,0,2,0.0
Santiago Bueno,4,uy URU,CB,26-058,90,0,0,0,2,1,0,0,4,0,0,0,0,6,3,2,60.0
Matt Doherty,2,ie IRL,CB,32-356,90,0,0,0,1,0,0,1,1,1,0,0,0,5,3,1,75.0
José Sá,1,pt POR,GK,31-355,90,0,0,0,0,0,0,0,0,1,0,0,0,7,0,0,
