Player,#,Nation,Pos,Age,Min,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
Joshua Zirkzee,11,nl NED,FW,23-242,83,0,0,0,2,3,0,1,1,1,1,0,0,3,1,4,20.0
Rasmus Højlund,9,dk DEN,FW,21-350,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Bruno Fernandes,8,pt POR,"AM,CM",30-133,90,0,0,0,0,1,0,7,1,0,0,0,0,3,0,2,0.0
Amad Diallo,16,ci CIV,AM,22-192,90,0,0,0,0,3,1,1,1,2,0,0,0,3,1,0,100.0
Kobbie Mainoo,37,eng ENG,CM,19-275,63,0,0,0,1,0,0,0,0,1,0,0,0,2,1,1,50.0
Alejandro Garnacho,17,ar ARG,AM,20-202,27,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0.0
Manuel Ugarte Ribeiro,25,uy URU,CM,23-283,63,1,0,0,2,0,0,0,0,2,0,0,0,4,0,1,0.0
Toby Collyer,43,eng ENG,CM,21-016,27,0,0,0,2,0,0,0,0,1,0,0,0,4,1,0,100.0
Diogo Dalot,20,pt POR,WB,25-307,90,0,0,0,0,1,1,0,2,0,0,0,0,8,2,0,100.0
Noussair Mazraoui,3,ma MAR,WB,27-066,83,0,0,0,1,0,0,0,2,1,0,0,0,4,0,1,0.0
Antony,21,br BRA,WB,24-330,7,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0,
Leny Yoro,15,fr FRA,CB,19-067,90,1,0,0,2,1,1,0,2,0,0,0,0,1,4,0,100.0
Harry Maguire,5,eng ENG,CB,31-320,90,1,0,0,1,1,0,0,1,0,0,0,0,6,1,0,100.0
Matthijs de Ligt,4,nl NED,CB,25-160,90,0,0,0,2,1,0,0,1,2,0,0,0,1,2,0,100.0
André Onana,24,cm CMR,GK,28-292,90,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
