Player,#,Nation,Pos,Age,Min,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
Jørgen Strand Larsen,9,no NOR,FW,24-291,90,0,0,0,3,3,0,0,0,0,0,0,0,5,2,3,40.0
Matheus Cunha,10,br BRA,AM,25-180,89,0,0,0,2,2,0,3,2,0,0,0,0,5,0,0,
Gonçalo Guedes,29,pt POR,AM,27-360,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Jean-Ricner Bellegarde,27,fr FRA,AM,26-149,86,0,0,0,1,1,1,0,1,0,0,0,0,5,0,0,
Matt Doherty,2,ie IRL,"AM,WB",32-312,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
João Gomes,8,br BRA,CM,23-285,89,0,0,0,2,2,0,1,0,1,0,0,0,5,0,1,0.0
Tommy Doyle,20,eng ENG,CM,23-037,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
André,7,br BRA,CM,23-130,90,0,0,0,2,2,0,0,1,2,0,0,0,5,0,0,
Rodrigo Gomes,19,pt POR,WB,21-139,89,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,
Hwang Hee-chan,11,kr KOR,"WB,AM",28-302,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Nélson Semedo,22,pt POR,WB,31-007,89,0,0,0,2,1,0,1,0,1,0,0,0,4,1,1,50.0
Alfie Pond,46,eng ENG,"CB,WB",20-267,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Rayan Aït-Nouri,3,dz ALG,CB,23-170,90,0,0,0,1,2,0,0,0,3,0,0,0,6,2,0,100.0
Toti Gomes,24,pt POR,CB,25-312,90,0,0,0,1,0,0,0,1,0,0,0,0,4,1,0,100.0
Mario Lemina,5,ga GAB,CB,31-083,90,0,0,0,0,0,0,0,2,2,0,0,0,8,0,1,0.0
José Sá,1,pt POR,GK,31-311,90,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100.0
