Player,#,Nation,Pos,Age,Min,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
Chris Wood,11,nz NZL,FW,32-296,90,0,0,0,1,1,4,0,0,0,0,0,0,1,2,2,50.0
Taiwo Awoniyi,9,ng NGA,FW,27-047,45,0,0,0,2,2,0,1,0,0,0,0,0,0,2,1,66.7
Anthony Elanga,21,se SWE,"RW,FW",22-154,45,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,
Nicolás Domínguez,16,ar ARG,LM,26-092,56,0,0,0,0,0,0,0,1,1,0,0,0,1,2,0,100.0
Callum Hudson-Odoi,14,eng ENG,LW,23-326,34,0,0,0,0,0,1,7,1,0,0,0,0,1,0,0,
Ryan Yates,22,eng ENG,"CM,DM",26-312,90,1,0,0,1,5,0,0,2,0,0,0,0,6,2,1,66.7
James Ward-Prowse,18,eng ENG,"CM,DM",29-332,74,0,0,0,1,0,0,7,1,0,0,0,0,4,0,0,
Ramón Sosa,24,py PAR,DM,25-028,16,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,
Elliot Anderson,8,eng ENG,RM,21-327,56,0,0,0,1,2,0,1,0,1,0,0,0,2,0,0,
Jota Silva,20,pt POR,AM,25-058,34,0,0,0,1,2,0,1,1,0,0,0,0,0,3,1,75.0
Álex Moreno,19,es ESP,LB,31-112,83,0,0,0,2,1,0,2,1,0,0,0,0,1,0,0,
Neco Williams,7,wls WAL,LB,23-168,7,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,
Murillo,5,br BRA,CB,22-086,90,1,0,0,2,0,0,1,1,0,0,1,0,1,0,0,
Nikola Milenković,31,rs SRB,CB,26-352,90,0,0,0,0,0,1,0,1,0,0,0,0,2,6,1,85.7
Ola Aina,34,ng NGA,RB,27-356,90,0,0,0,0,1,0,3,0,1,0,0,0,9,0,1,0.0
Matz Sels,26,be BEL,GK,32-215,90,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,100.0
