Player,#,Nation,Pos,Age,Min,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
Leandro Trossard,19,be BEL,FW,30-122,90,0,0,0,0,0,0,0,,0,1,0,1,0,0,1,0
Raheem Sterling,30,eng ENG,LW,30-118,45,1,0,1,0,0,1,1,100.0,0,0,0,0,0,1,0,0
Gabriel Martinelli,11,br BRA,LW,23-291,45,1,1,1,0,0,0,0,,0,0,0,0,0,1,1,0
Ethan Nwaneri,53,eng ENG,RW,18-015,45,1,1,0,1,0,1,1,100.0,0,0,0,0,0,1,2,0
Bukayo Saka,7,eng ENG,RW,23-212,45,1,0,1,0,0,1,1,100.0,0,0,0,0,0,1,0,0
Mikel Merino,23,es ESP,LM,28-287,90,3,2,0,3,0,2,2,100.0,0,0,0,0,0,3,5,0
Jorginho,20,it ITA,CM,33-106,70,2,1,0,0,2,2,4,50.0,2,1,0,1,0,2,0,0
Martin Ødegaard,8,no NOR,RM,26-109,20,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Declan Rice,41,eng ENG,"RM,CM",26-081,90,4,0,2,2,0,1,3,33.3,2,1,0,1,2,6,3,0
Myles Lewis-Skelly,49,eng ENG,LB,18-191,74,1,1,0,0,1,0,0,,0,0,0,0,0,1,2,0
Kieran Tierney,3,sct SCO,LB,27-304,16,1,1,0,1,0,1,1,100.0,0,0,0,0,0,1,0,0
Jakub Kiwior,15,pl POL,CB,25-049,90,1,0,1,0,0,1,1,100.0,0,1,1,0,0,1,3,0
William Saliba,2,fr FRA,CB,24-012,90,2,0,2,0,0,0,0,,0,1,0,1,0,2,9,0
Ben White,4,eng ENG,RB,27-179,60,1,1,1,0,0,0,1,0.0,1,0,0,0,1,2,5,0
Jurriën Timber,12,nl NED,RB,23-292,30,3,1,2,1,0,0,1,0.0,1,0,0,0,0,3,0,0
David Raya,22,es ESP,GK,29-202,90,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0
