Player,#,Nation,Pos,Age,Min,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
Paul Onuachu,32,ng NGA,FW,30-215,64,1,0,0,1,0,1,2,50.0,1,0,0,0,0,1,4,0
Cameron Archer,19,eng ENG,FW,23-161,26,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Adam Armstrong,9,eng ENG,AM,27-323,64,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0
Kamaldeen Sulemana,20,gh GHA,AM,22-318,26,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Tyler Dibling,33,eng ENG,AM,18-292,85,2,1,0,2,0,1,1,100.0,0,2,1,1,1,3,0,0
Adam Lallana,10,eng ENG,AM,36-233,5,1,0,1,0,0,0,0,,0,0,0,0,0,1,0,0
Joe Aribo,7,ng NGA,CM,28-161,50,1,1,0,1,0,0,0,,0,0,0,0,0,1,0,0
Lesley Ugochukwu,26,fr FRA,CM,20-278,40,3,2,0,3,0,0,0,,0,0,0,0,0,3,2,0
Mateus Fernandes,18,pt POR,CM,20-172,90,2,1,1,1,0,1,3,33.3,2,1,0,1,1,3,0,2
Kyle Walker-Peters,2,eng ENG,WB,27-260,85,0,0,0,0,0,0,0,,0,2,2,0,0,0,2,0
Ryan Manning,3,ie IRL,WB,28-198,5,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
James Bree,14,eng ENG,WB,27-079,90,0,0,0,0,0,0,0,,0,1,1,0,0,0,0,0
Nathan Wood-Gordon,15,eng ENG,CB,22-212,90,2,1,0,2,0,2,2,100.0,0,1,1,0,2,4,8,1
Jan Bednarek,35,pl POL,CB,28-261,90,4,2,1,3,0,1,2,50.0,1,1,1,0,6,10,12,0
Taylor Harwood-Bellis,6,eng ENG,CB,22-334,90,0,0,0,0,0,0,0,,0,2,1,1,3,3,5,1
Aaron Ramsdale,30,eng ENG,GK,26-229,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
