Player,#,Nation,Pos,Age,Min,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
Bruno Fernandes,8,pt POR,"FW,AM",29-343,90,0,0,0,0,0,0,8,0,1,0,0,0,6,0,2,0.0
Marcus Rashford,10,eng ENG,LW,26-290,90,0,0,0,1,1,1,1,1,0,0,0,0,4,1,0,100.0
Amad Diallo,16,ci CIV,RW,22-036,60,0,0,0,0,0,0,2,2,1,0,0,0,6,0,1,0.0
Alejandro Garnacho,17,ar ARG,RW,20-046,30,0,0,0,0,1,0,1,0,1,0,0,0,2,1,1,50.0
Mason Mount,7,eng ENG,AM,25-219,60,1,0,0,1,1,0,0,0,1,0,0,0,1,1,0,100.0
Joshua Zirkzee,11,nl NED,FW,23-086,30,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,
Kobbie Mainoo,37,eng ENG,DM,19-119,83,0,0,0,3,4,0,0,5,3,0,0,0,6,2,3,40.0
Scott McTominay,39,sct SCO,DM,27-252,7,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,100.0
Casemiro,18,br BRA,DM,32-175,90,0,0,0,1,1,2,3,1,2,0,0,0,7,2,2,50.0
Diogo Dalot,20,pt POR,"LB,RB",25-151,90,0,0,0,2,1,0,3,1,1,0,0,0,6,2,2,50.0
Lisandro Martínez,6,ar ARG,"CB,LB",26-211,90,0,0,0,1,0,0,0,3,2,0,0,0,2,0,1,0.0
Harry Maguire,5,eng ENG,CB,31-164,80,1,0,0,2,0,0,0,3,0,0,0,0,5,5,1,83.3
Jonny Evans,35,nir NIR,CB,36-226,10,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,50.0
Noussair Mazraoui,3,ma MAR,RB,26-276,80,0,0,0,0,1,0,0,3,2,0,0,0,5,3,1,75.0
Matthijs de Ligt,4,nl NED,CB,25-004,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
André Onana,24,cm CMR,GK,28-136,90,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,
