Player,#,Nation,Pos,Age,Min,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
Jørgen Strand Larsen,9,no NOR,FW,24-354,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Hwang Hee-chan,11,kr KOR,FW,28-365,59,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,100.0
Matheus Cunha,10,br BRA,AM,25-243,90,0,0,0,4,3,0,3,1,0,0,0,0,7,1,0,100.0
Pablo Sarabia,21,es ESP,AM,32-259,74,0,0,0,3,1,0,3,0,3,0,0,0,2,0,0,
Jean-Ricner Bellegarde,27,fr FRA,"AM,LW",26-212,16,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,
João Gomes,8,br BRA,CM,23-348,69,2,1,1,2,0,0,1,1,0,0,0,0,4,0,1,0.0
André,7,br BRA,CM,23-193,86,0,0,0,2,1,0,0,4,4,0,0,0,4,0,0,
Tommy Doyle,20,eng ENG,"DM,CM",23-100,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
Rayan Aït-Nouri,3,dz ALG,WB,23-233,86,0,0,0,1,1,0,0,0,2,0,0,0,2,0,0,
Rodrigo Gomes,19,pt POR,LB,21-202,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.0
Nélson Semedo,22,pt POR,"WB,RB",31-070,90,0,0,0,5,0,0,7,0,1,0,0,0,4,0,0,
Emmanuel Agbadou,12,ci CIV,CB,27-222,90,0,0,0,0,1,0,0,1,5,0,0,0,10,7,2,77.8
Santiago Bueno,4,uy URU,CB,26-077,90,0,0,0,1,0,0,0,0,1,0,0,0,6,2,3,40.0
Matt Doherty,2,ie IRL,CB,33-009,86,0,0,0,0,1,0,0,0,1,0,0,0,4,2,0,100.0
Gonçalo Guedes,29,pt POR,RW,28-057,4,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,
José Sá,1,pt POR,GK,32-008,90,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
