Player,#,Nation,Pos,Age,Min,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
Jamie Vardy,9,eng ENG,FW,38-081,45,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
Oliver Skipp,22,eng ENG,CM,24-198,45,0,0,0,0,0,0,2,0.0,2,0,0,0,0,0,0,0
Bilal El Khannouss,11,ma MAR,"AM,FW",20-327,59,4,1,3,1,0,0,0,,0,0,0,0,0,4,0,0
Facundo Buonanotte,40,ar ARG,FW,20-100,31,1,1,0,0,1,0,1,0.0,1,0,0,0,0,1,0,0
Patson Daka,20,zm ZAM,"AM,FW",26-175,79,1,0,1,0,0,1,2,50.0,1,0,0,0,0,1,2,0
Jordan Ayew,18,gh GHA,FW,33-203,11,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0
Boubakary Soumaré,24,fr FRA,CM,26-034,75,1,1,1,0,0,0,0,,0,0,0,0,0,1,2,0
Ricardo Pereira,21,pt POR,CM,31-178,15,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,0,0
Wilfred Ndidi,6,ng NGA,CM,28-107,90,4,1,2,2,0,1,2,50.0,1,3,2,1,1,5,3,0
Victor Bernth Kristiansen,16,dk DEN,"WB,LB",22-107,59,2,2,1,1,0,1,3,33.3,2,1,0,1,0,2,0,0
Caleb Okoli,5,it ITA,CB,23-263,31,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
James Justin,2,eng ENG,"RB,WB",27-038,90,0,0,0,0,0,0,2,0.0,2,3,2,1,3,3,4,0
Luke Thomas,33,eng ENG,"CB,LB",23-296,90,4,3,4,0,0,4,5,80.0,1,1,1,0,0,4,5,0
Conor Coady,4,eng ENG,CB,32-036,90,0,0,0,0,0,0,0,,0,1,1,0,0,0,1,0
Wout Faes,3,be BEL,CB,26-364,90,2,0,2,0,0,2,2,100.0,0,2,2,0,2,4,5,0
Mads Hermansen,30,dk DEN,GK,24-265,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1
