Player,#,Nation,Pos,Age,Min,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
João Pedro,9,br BRA,FW,23-152,71,0,0,0,2,3,0,0,0,0,1,0,0,1,3,2,60.0
Danny Welbeck,18,eng ENG,FW,34-091,19,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
Kaoru Mitoma,22,jp JPN,LW,27-281,90,0,0,0,0,1,0,1,0,0,0,0,0,4,0,4,0.0
Yankuba Minteh,17,gm GAM,RW,20-218,90,0,0,0,0,0,0,2,1,5,0,0,0,4,1,3,25.0
Georginio Rutter,14,fr FRA,AM,22-311,89,0,0,0,3,0,0,0,0,1,0,0,0,0,3,5,37.5
Solly March,7,eng ENG,AM,30-220,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Diego Gómez,25,py PAR,DM,21-335,71,0,0,0,1,0,0,0,1,1,0,0,0,3,1,0,100.0
Yasin Ayari,26,se SWE,DM,21-142,19,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,
Carlos Baleba,20,cm CMR,DM,21-053,84,0,0,0,1,3,0,0,0,0,0,0,0,3,1,3,25.0
Mats Wieffer,27,nl NED,DM,25-101,6,1,0,0,1,0,0,0,0,0,0,0,0,1,1,2,33.3
Pervis Estupiñán,30,ec ECU,LB,27-035,71,0,0,0,1,1,0,2,0,0,0,0,0,4,1,2,33.3
Jack Hinshelwood,41,eng ENG,LB,19-320,19,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,66.7
Adam Webster,4,eng ENG,CB,30-052,90,0,0,0,0,0,0,0,3,1,0,0,0,2,1,1,50.0
Jan Paul van Hecke,29,nl NED,CB,24-262,90,1,0,0,2,1,0,0,0,3,0,0,0,4,4,0,100.0
Tariq Lamptey,2,gh GHA,RB,24-148,90,0,0,0,1,4,0,2,1,1,0,0,0,3,0,2,0.0
Bart Verbruggen,1,nl NED,GK,22-191,90,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,
