Player,#,Nation,Pos,Age,Min,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
Jamie Vardy,9,eng ENG,FW,37-353,90,0,0,0,1,1,2,0,0,0,0,0,0,1,2,1,66.7
Stephy Mavididi,10,eng ENG,LW,26-212,89,0,0,0,0,1,1,5,2,1,0,0,0,4,0,0,
Will Alves,37,eng ENG,LW,19-330,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Facundo Buonanotte,40,ar ARG,RW,20-006,90,0,0,0,3,2,0,2,0,3,0,0,0,3,0,0,
Bilal El Khannouss,11,ma MAR,AM,20-233,90,1,0,0,3,0,0,5,0,2,0,0,0,4,1,0,100.0
Boubakary Soumaré,24,fr FRA,DM,25-306,90,1,0,0,3,0,0,1,2,1,0,0,0,6,0,1,0.0
Harry Winks,8,eng ENG,DM,28-331,84,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
Patson Daka,20,zm ZAM,DM,26-081,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100.0
Victor Bernth Kristiansen,16,dk DEN,LB,22-013,90,0,0,0,1,2,0,2,2,0,0,0,0,1,1,1,50.0
Jannik Vestergaard,23,dk DEN,CB,32-148,90,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,
Conor Coady,4,eng ENG,CB,31-308,84,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0.0
Caleb Okoli,5,it ITA,CB,23-169,6,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,
James Justin,2,eng ENG,RB,26-310,69,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0.0
Hamza Choudhury,17,bd BAN,RB,27-089,21,0,0,0,0,0,0,3,2,0,0,0,0,1,0,0,
Jakub Stolarczyk,41,pl POL,GK,24-010,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
