Player,#,Nation,Pos,Age,Min,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
Ollie Watkins,11,eng ENG,FW,29-057,67,0,0,0,0,0,3,0,1,0,0,0,0,0,2,1,66.7
Marcus Rashford,9,eng ENG,LW,27-117,23,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,100.0
Jacob Ramsey,41,eng ENG,LW,23-273,67,0,0,0,1,2,1,0,0,0,0,0,0,2,1,1,50.0
Marco Asensio,21,es ESP,RW,29-035,23,0,0,0,0,0,1,3,0,0,0,0,0,2,0,0,
Morgan Rogers,27,eng ENG,"RW,FW",22-214,90,0,0,0,1,2,0,0,0,0,0,0,0,3,0,1,0.0
Lucas Digne,12,fr FRA,LM,31-220,77,0,0,0,0,1,1,3,0,0,0,0,0,5,2,1,66.7
Ian Maatsen,22,nl NED,LM,22-352,13,0,0,0,1,2,1,0,0,0,0,0,0,1,0,0,
Youri Tielemans,8,be BEL,CM,27-294,90,0,0,0,1,1,0,3,1,1,0,0,0,7,0,0,
John McGinn,7,sct SCO,CM,30-130,90,0,0,0,3,6,0,1,3,2,0,0,0,9,0,0,
Andrés García,16,es ESP,RM,22-018,45,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,
Leon Bailey,31,jm JAM,RM,27-200,45,1,0,0,1,0,0,1,0,0,0,0,0,3,0,0,
Lamare Bogarde,26,nl NED,CB,21-051,90,0,0,0,1,2,0,0,0,0,0,0,0,2,3,1,75.0
Ezri Konsa,4,eng ENG,CB,27-125,90,0,0,0,0,3,0,0,3,0,0,0,0,5,2,2,50.0
Axel Disasi,3,fr FRA,CB,26-351,90,0,0,0,1,0,0,0,1,0,0,0,0,2,2,2,50.0
Emiliano Martínez,23,ar ARG,GK,32-176,45,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,
Robin Olsen,25,se SWE,GK,35-048,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
