Player,#,Nation,Pos,Age,Min,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
Jean-Philippe Mateta,14,fr FRA,FW,27-078,90,0,0,0,2,0,1,2,0,0,0,0,0,1,2,3,40.0
Eberechi Eze,10,eng ENG,"AM,LW",26-077,90,0,0,0,1,4,0,3,0,1,0,0,0,7,0,0,
Eddie Nketiah,9,eng ENG,AM,25-107,90,0,0,0,3,2,0,0,1,0,0,0,0,3,2,1,66.7
Cheick Doucouré,28,ml MLI,CM,24-250,45,0,0,0,1,1,0,0,1,2,0,0,0,2,1,0,100.0
Will Hughes,19,eng ENG,"DM,CM",29-150,45,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,100.0
Adam Wharton,20,eng ENG,"CM,DM",20-104,90,0,0,0,1,2,0,1,1,3,0,0,0,12,1,1,50.0
Tyrick Mitchell,3,eng ENG,"WB,LB",25-013,88,0,0,0,1,0,0,8,1,0,0,0,0,4,2,0,100.0
Jeffrey Schlupp,15,gh GHA,LB,31-266,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Daniel Muñoz,12,co COL,"WB,RB",28-111,80,0,0,0,1,0,2,3,1,2,0,0,0,7,2,0,100.0
Ismaila Sarr,7,sn SEN,RB,26-202,10,0,0,0,0,1,0,5,0,0,1,0,0,0,0,0,
Maxence Lacroix,5,fr FRA,CB,24-161,90,0,0,0,1,1,0,1,1,2,0,0,0,1,4,2,66.7
Marc Guéhi,6,eng ENG,CB,24-063,90,0,0,0,0,0,0,0,1,0,0,0,0,5,6,4,60.0
Nathaniel Clyne,17,eng ENG,CB,33-162,63,0,0,0,0,2,0,0,0,4,0,0,0,1,0,1,0.0
Daichi Kamada,18,jp JPN,RW,28-040,27,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,
Dean Henderson,1,eng ENG,GK,27-186,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
