Player,#,Nation,Pos,Age,Min,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
Jørgen Strand Larsen,9,no NOR,FW,24-207,85,0,0,0,1,1,0,0,1,0,0,0,0,1,2,2,50.0
André,7,br BRA,FW,23-046,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,
Matheus Cunha,12,br BRA,FW,25-096,90,0,0,0,3,4,0,3,0,1,0,0,0,3,0,1,0.0
Rayan Aït-Nouri,3,dz ALG,LM,23-086,59,0,0,0,2,1,0,2,0,1,0,0,0,2,0,2,0.0
Hwang Hee-chan,11,kr KOR,LM,28-218,31,0,0,0,0,0,0,1,0,0,0,0,0,2,1,2,33.3
Mario Lemina,5,ga GAB,CM,30-365,90,1,0,0,0,2,0,0,2,5,0,0,0,9,0,0,
João Gomes,8,br BRA,CM,23-201,59,1,0,0,4,0,0,0,0,3,0,0,0,1,0,0,
Tommy Doyle,20,eng ENG,CM,22-319,31,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
Jean-Ricner Bellegarde,27,fr FRA,RM,26-065,74,1,0,0,3,0,0,0,1,0,0,0,0,4,0,1,0.0
Gonçalo Guedes,29,pt POR,RM,27-276,16,0,0,0,0,2,0,0,2,0,0,0,0,2,0,0,
Toti Gomes,24,pt POR,LB,25-228,90,1,0,0,3,0,0,0,1,1,0,0,0,3,4,1,80.0
Craig Dawson,15,eng ENG,CB,34-117,90,0,0,0,1,1,0,0,0,1,0,0,0,4,1,1,50.0
Yerson Mosquera,14,co COL,CB,23-121,90,0,0,0,1,1,0,0,3,0,0,0,0,3,4,3,57.1
Nélson Semedo,22,pt POR,RB,30-289,74,0,0,0,0,1,0,0,0,2,0,0,0,4,3,1,75.0
Matt Doherty,2,ie IRL,RB,32-228,16,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,100.0
Sam Johnstone,31,eng ENG,GK,31-159,90,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
