Player,#,Nation,Pos,Age,Min,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
Evanilson,9,br BRA,FW,25-034,90,0,0,0,2,2,1,0,0,0,0,0,0,1,4,6,40.0
Justin Kluivert,19,nl NED,LW,25-188,75,0,0,0,0,1,0,4,0,1,0,0,0,4,0,3,0.0
David Brooks,7,wls WAL,RM,27-124,15,0,0,0,1,0,0,2,0,0,0,0,0,1,0,1,0.0
Antoine Semenyo,24,gh GHA,"RW,LM",24-307,90,0,0,0,2,2,0,4,1,0,0,0,0,6,3,4,42.9
Ryan Christie,10,sct SCO,"AM,DM",29-261,75,1,0,0,3,1,0,2,0,1,0,0,0,7,1,0,100.0
Enes Ünal,26,tr TUR,FW,27-183,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0
Tyler Adams,12,us USA,DM,25-269,66,0,0,0,0,0,0,0,3,2,0,0,0,3,1,0,100.0
Marcus Tavernier,16,eng ENG,"CM,AM",25-232,24,0,0,0,0,1,0,3,1,1,0,0,0,1,0,2,0.0
Lewis Cook,4,eng ENG,"DM,CM",27-280,90,0,0,0,4,1,0,4,1,2,0,0,0,5,1,4,20.0
Milos Kerkez,3,hu HUN,LB,21-002,90,0,0,0,0,0,0,1,1,2,0,0,0,5,1,5,16.7
Marcos Senesi,5,ar ARG,CB,27-183,66,1,0,0,2,0,0,2,1,2,0,0,0,3,1,1,50.0
Dean Huijsen,2,es ESP,CB,19-209,24,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,50.0
Illia Zabarnyi,27,ua UKR,CB,22-069,90,1,0,0,1,0,0,0,0,1,0,0,0,7,4,2,66.7
Adam Smith,15,eng ENG,RB,33-194,83,1,0,0,1,0,0,1,0,0,0,0,0,1,0,2,0.0
Julian Araujo,22,mx MEX,RB,23-088,7,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0.0
Kepa Arrizabalaga,13,es ESP,GK,30-037,90,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,
