Player,#,Nation,Pos,Age,Min,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
Liam Delap,19,eng ENG,FW,21-268,74,0,0,0,3,1,0,0,0,0,0,0,0,1,0,2,0.0
George Hirst,27,sct SCO,FW,25-261,16,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,66.7
Sammie Szmodics,23,ie IRL,LW,29-039,73,0,0,0,1,0,0,2,1,0,0,0,0,0,1,1,50.0
Jack Clarke,47,eng ENG,LW,23-345,17,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
Omari Hutchinson,20,eng ENG,RW,21-003,80,0,0,0,1,1,0,3,0,0,0,0,0,5,1,1,50.0
Wes Burns,7,wls WAL,RW,29-345,10,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0.0
Conor Chaplin,10,eng ENG,AM,27-260,80,1,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0.0
Jens Cajuste,12,se SWE,DM,25-084,10,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0.0
Kalvin Phillips,8,eng ENG,DM,28-336,76,2,1,1,4,2,0,1,0,1,0,0,0,6,1,1,50.0
Sam Morsy,5,eg EGY,DM,33-053,90,0,0,0,0,1,0,0,0,3,0,0,0,8,1,2,33.3
Leif Davis,3,eng ENG,LB,24-295,90,0,0,0,0,0,0,4,1,2,0,0,0,2,3,1,75.0
Cameron Burgess,15,au AUS,CB,29-012,90,0,0,0,0,0,0,0,0,0,0,0,0,2,5,1,83.3
Dara O'Shea,26,ie IRL,CB,25-243,90,0,0,0,0,2,0,0,2,0,0,0,0,3,4,2,66.7
Ben Johnson,18,eng ENG,RB,24-283,90,0,0,0,2,1,0,2,4,0,0,0,0,1,2,1,66.7
Arijanet Muric,1,xk KVX,GK,25-361,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
