Player,#,Nation,Pos,Age,Min,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
Jamie Vardy,9,eng ENG,FW,38-035,90,2,2,1,0,1,0,1,0.0,1,0,0,0,0,2,1,0
Jordan Ayew,18,gh GHA,LW,33-157,74,2,1,0,1,1,1,3,33.3,2,1,0,1,0,2,4,0
Stephy Mavididi,10,eng ENG,"LW,LM",26-260,16,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0
Bobby De Cordova-Reid,14,jm JAM,RW,32-013,84,1,0,1,0,0,0,3,0.0,3,0,0,0,0,1,1,0
Facundo Buonanotte,40,ar ARG,RM,20-054,6,1,1,0,0,1,0,0,,0,0,0,0,0,1,0,0
Bilal El Khannouss,11,ma MAR,"AM,CM",20-281,90,3,2,1,1,1,1,1,100.0,0,1,0,1,0,3,0,1
Boubakary Soumaré,24,fr FRA,"DM,CM",25-354,90,1,1,1,0,0,1,1,100.0,0,0,0,0,1,2,1,1
Wilfred Ndidi,6,ng NGA,DM,28-061,84,1,1,0,1,0,0,3,0.0,3,1,1,0,2,3,3,0
Patson Daka,20,zm ZAM,FW,26-129,6,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Victor Bernth Kristiansen,16,dk DEN,LB,22-061,90,5,2,1,4,0,2,6,33.3,4,0,0,0,0,5,1,0
Caleb Okoli,5,it ITA,CB,23-217,90,2,0,1,1,0,0,1,0.0,1,0,0,0,0,2,5,0
Wout Faes,3,be BEL,CB,26-318,90,0,0,0,0,0,0,0,,0,3,2,1,0,0,5,0
James Justin,2,eng ENG,RB,26-358,42,2,1,2,0,0,1,1,100.0,0,1,0,1,0,2,3,0
Woyo Coulibaly,25,ml MLI,RB,25-271,48,3,2,3,0,0,2,2,100.0,0,0,0,0,3,6,1,0
Mads Hermansen,30,dk DEN,GK,24-219,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
