Player,#,Nation,Pos,Age,Min,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
Armando Broja,22,al ALB,FW,23-116,31,1,1,1,0,0,0,0,,0,1,0,1,0,1,0,0
Dominic Calvert-Lewin,9,eng ENG,FW,27-294,59,1,1,0,1,0,1,1,100.0,0,0,0,0,0,1,0,0
Iliman Ndiaye,10,sn SEN,"LW,LM",24-304,90,1,0,0,1,0,0,1,0.0,1,1,0,1,0,1,1,0
Jesper Lindstrøm,29,dk DEN,RW,24-310,45,1,0,1,0,0,0,1,0.0,1,0,0,0,2,3,1,0
Nathan Patterson,2,sct SCO,RB,23-080,45,1,0,1,0,0,0,3,0.0,3,0,0,0,0,1,1,0
Abdoulaye Doucouré,16,ml MLI,"AM,DM,CM",32-003,90,2,2,0,2,0,1,2,50.0,1,0,0,0,1,3,3,0
Idrissa Gana Gueye,27,sn SEN,DM,35-100,80,4,3,2,1,1,0,1,0.0,1,0,0,0,5,9,2,0
Beto,14,gw GNB,FW,26-339,10,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Orel Mangala,8,be BEL,DM,26-292,45,2,2,1,1,0,0,0,,0,0,0,0,0,2,0,1
Harrison Armstrong,45,eng ENG,"AM,CM",17-351,45,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
Vitaliy Mykolenko,19,ua UKR,LB,25-220,90,1,0,0,0,1,1,1,100.0,0,1,0,1,2,3,8,0
Jarrad Branthwaite,32,eng ENG,CB,22-191,90,0,0,0,0,0,0,0,,0,2,2,0,0,0,9,0
James Tarkowski,6,eng ENG,CB,32-046,90,1,0,1,0,0,0,0,,0,4,2,2,2,3,4,0
Ashley Young,18,eng ENG,"RB,RW,RM",39-179,90,1,1,1,0,0,1,1,100.0,0,1,0,1,1,2,2,0
Jordan Pickford,1,eng ENG,GK,30-303,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
