Player,#,Nation,Pos,Age,Min,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
Darwin Núñez,9,uy URU,FW,25-131,76,0,0,0,0,1,0,0,1,0,0,0,0,2,3,2,60.0
Wataru Endo,3,jp JPN,DM,31-267,14,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,0.0
Cody Gakpo,18,nl NED,"LW,FW",25-179,90,0,0,0,1,1,0,4,0,0,0,0,0,5,0,1,0.0
Mohamed Salah,11,eg EGY,RW,32-140,89,0,0,0,0,4,0,1,0,0,0,0,0,3,0,0,
Conor Bradley,84,nir NIR,RW,21-116,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0.0
Dominik Szoboszlai,8,hu HUN,AM,24-008,65,0,0,0,2,0,0,0,1,0,0,0,0,1,1,0,100.0
Luis Díaz,7,co COL,"LW,AM",27-294,25,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
Alexis Mac Allister,10,ar ARG,DM,25-314,65,1,0,0,3,1,0,0,1,2,0,0,0,5,0,1,0.0
Curtis Jones,17,eng ENG,"AM,DM",23-277,25,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,
Ryan Gravenberch,38,nl NED,DM,22-170,90,0,0,0,2,5,0,0,4,0,0,0,0,9,0,0,
Kostas Tsimikas,21,gr GRE,LB,28-174,90,0,0,0,0,0,0,7,0,5,0,0,0,3,1,0,100.0
Virgil van Dijk,4,nl NED,CB,33-117,90,0,0,0,2,0,0,0,1,0,0,0,0,4,1,0,100.0
Ibrahima Konaté,5,fr FRA,CB,25-161,45,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,50.0
Joe Gomez,2,eng ENG,CB,27-163,45,0,0,0,0,0,0,0,0,1,0,0,0,2,3,0,100.0
Trent Alexander-Arnold,66,eng ENG,RB,26-026,90,0,0,0,0,2,1,6,2,8,0,0,0,3,0,1,0.0
Caoimhín Kelleher,62,ie IRL,GK,25-345,90,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,
